FIPS,Data
29037,73148
29037,67712
29037,65352
29039,39397
29039,36956
29039,35930
29041,47649
29041,46824
29041,43186
29043,56209
29043,57615
29043,55761
29045,43475
29045,42965
29045,45216
29047,71354
29047,65979
29047,65675
29049,61439
29049,58493
29049,57591
29051,63351
29051,60704
29051,54216
29053,52118
29053,47982
29053,46547
29055,45546
29055,38878
29055,37171
29057,42944
29057,36859
29057,38880
29059,40359
29059,42929
29059,41441
29061,45538
29061,44984
29061,45707
29063,46717
29063,48750
29063,46517
29065,40134
29065,40695
29065,38829
29067,38252
29067,34892
29067,33003
29069,36717
29069,33097
29069,32348
29071,64162
29071,55344
29071,53849
29073,51725
29073,46012
29073,50687
29075,42432
29075,40062
29075,43777
29077,50412
29077,46262
29077,43175
29079,40340
29079,39704
29079,41092
29081,42368
29081,39435
29081,42889
29083,45677
29083,40231
29083,41089
29085,37408
29085,31657
29085,34746
29087,43481
29087,45363
29087,43981
29089,46658
29089,47398
29089,50356
29091,37824
29091,39753
29091,34984
29093,38491
29093,33580
29093,36457
29095,57968
29095,52113
29095,50652
29097,46229
29097,42696
29097,45328
29099,68389
29099,63948
29099,60765
29101,52233
29101,50685
29101,50689
29103,40032
29103,37214
29103,39674
29105,43630
29105,42020
29105,42646
29107,56430
29107,54372
29107,52557
29109,46105
29109,43210
29109,41673
29111,45237
29111,45518
29111,47148
29113,62861
29113,59600
29113,58603
29115,41682
29115,42484
29115,41652
29117,47656
29117,44711
29117,45929
29119,39863
29119,41259
29119,41207
29121,44564
29121,41045
29121,38903
29123,37784
29123,37695
29123,n/a
29125,47117
29125,45277
29125,41715
29127,46895
29127,46037
29127,44098
29129,43745
29129,38317
29129,43314
29131,45718
29131,40379
29131,41461
29133,33963
29133,33335
29133,32212
29135,54855
29135,53138
29135,50897
29137,45562
29137,43660
29137,42011
29139,48368
29139,44358
29139,43094
29141,45249
29141,41346
29141,34776
29143,39592
29143,37063
29143,33846
29145,51716
29145,46379
29145,46723
29147,46905
29147,43515
29147,41370
29149,32999
29149,29457
29149,32070
29151,58393
29151,51543
29151,54503
29153,38168
29153,36010
29153,32021
29155,32338
29155,33937
29155,32468
29157,54064
29157,51506
29157,54935
29159,46965
29159,42430
29159,43097
29161,43358
29161,45362
29161,41681
29163,47779
29163,47414
29163,45112
29165,82426
29165,74305
29165,74199
29167,43769
29167,40371
29167,44805
29169,50544
29169,48623
29169,51137
29171,38789
29171,38922
29171,37028
29173,54746
29173,50921
29173,50161
29175,46437
29175,41078
29175,44754
29177,61819
29177,60102
29177,57270
29179,38177
29179,36121
29179,40265
29181,33592
29181,33091
29181,33849
29183,84506
29183,79243
29183,78380
29185,37371
29185,36299
29185,35066
29186,57854
29186,52855
29186,50959
29187,46046
29187,43479
29187,42873
29189,74579
29189,64855
29189,62931
29195,48325
29195,43737
29195,41567
29197,40417
29197,35332
29197,38848
29199,40452
29199,44755
29199,42939
29201,46272
29201,42495
29201,41628
29203,30813
29203,34665
29203,31202
29205,43462
29205,39449
29205,42593
29207,39830
29207,40485
29207,40076
29209,48168
29209,46591
29209,43292
29211,38531
29211,34319
29211,42034
29213,45602
29213,43971
29213,39661
29215,36225
29215,35550
29215,35571
29217,44307
29217,38744
29217,41479
29219,60535
29219,56596
29219,56193
29221,40014
29221,40450
29221,37810
29223,35431
29223,34501
29223,35135
29225,47123
29225,46070
29225,45185
29227,40544
29227,43063
29227,48214
29229,36441
29229,33391
29229,31290
29510,40079
29510,37916
29510,38664
30001,42744
30001,43113
30001,43880
30003,40858
30003,41181
30003,47276
30005,37262
30005,41727
30005,35506
30007,48245
30007,50327
30007,55295
30009,47433
30009,55220
30009,56988
30011,38835
30011,40227
30011,n/a
30013,48661
30013,47760
30013,46827
30015,43022
30015,46267
30015,39577
30017,44276
30017,43844
30017,n/a
30019,40300
30019,42956
30019,53591
30021,46332
30021,57183
30021,59622
30023,38823
30023,39784
30023,41235
30025,44194
30025,n/a
30025,n/a
30027,44880
30027,42372
30027,47110
30029,50868
30029,50700
30029,51410
30031,56261
30031,56489
30031,59397
30033,38250
30033,n/a
30033,n/a
30035,41208
30035,42900
30035,29201
30037,40303
30037,40253
30037,43854
30039,41049
30039,40620
30039,49063
30041,45429
30041,49132
30041,45269
30043,61258
30043,63879
30043,64911
30045,43156
30045,46728
30045,n/a
30047,42417
30047,41997
30047,42582
30049,55139
30049,56604
30049,60789
30051,44696
30051,45308
30051,n/a
30053,39486
30053,34729
30053,36934
30055,43860
30055,54271
30055,46193
30057,44620
30057,48447
30057,47900
30059,43354
30059,35578
30059,41343
30061,40060
30061,41977
30061,40117
30063,50850
30063,48321
30063,49412
30065,37675
30065,41726
30065,n/a
30067,46843
30067,43750
30067,44920
30069,35579
30069,n/a
30069,n/a
30071,42361
30071,41072
30071,42101
30073,44961
30073,41034
30073,44597
30075,41912
30075,42460
30075,51136
30077,45199
30077,44901
30077,44352
30079,37563
30079,n/a
30079,50850
30081,47216
30081,48449
30081,44733
30083,47390
30083,59171
30083,66572
30085,36652
30085,42197
30085,39219
30087,52981
30087,50450
30087,54709
30089,39630
30089,34502
30089,36445
30091,43565
30091,44593
30091,51940
30093,44870
30093,42799
30093,40480
30095,57862
30095,64479
30095,61998
30097,47851
30097,49263
30097,49761
30099,44567
30099,44523
30099,51060
30101,44526
30101,48391
30101,46735
30103,44025
30103,n/a
30103,42454
30105,45721
30105,47378
30105,55267
30107,36147
30107,34163
30107,37222
30109,41655
30109,45539
30109,n/a
30111,54205
30111,54805
30111,57955
31001,54844
31001,50075
31001,51721
31003,44445
31003,41754
31003,46949
31005,40402
31005,n/a
31005,n/a
31007,46253
31007,n/a
31007,55000
31009,37307
31009,n/a
31009,52000
31011,46408
31011,45861
31011,53854
31013,58099
31013,50031
31013,56328
31015,38484
31015,39329
31015,48750
31017,41850
31017,31591
31017,n/a
31019,54286
31019,53091
31019,55053
31021,50112
31021,49369
31021,50174
31023,53620
31023,50246
31023,52448
31025,68651
31025,69900
31025,68284
31027,49346
31027,45629
31027,57208
31029,47746
31029,43169
31029,54568
31031,43196
31031,48934
31031,53226
31033,49350
31033,55765
31033,58770
31035,50562
31035,48346
31035,54167
31037,52909
31037,54232
31037,54876
31039,48979
31039,49889
31039,50734
31041,45276
31041,47732
31041,48836
31043,57314
31043,49270
31043,52401
31045,43503
31045,39364
31045,n/a
31047,53326
31047,47131
31047,51238
31049,48676
31049,41855
31049,53438
31051,50477
31051,47759
31051,57036
31053,54885
31053,48279
31053,51748
31055,63771
31055,58452
31055,58640
31057,39863
31057,41723
31057,n/a
31059,51895
31059,48637
31059,56750
31061,43249
31061,41936
31061,49453
31063,48760
31063,47332
31063,52090
31065,45011
31065,42745
31065,43400
31067,51520
31067,48799
31067,52223
31069,39049
31069,37139
31069,48125
31071,40449
31071,43614
31071,46509
31073,54352
31073,46693
31073,61769
31075,51392
31075,44236
31075,n/a
31077,41878
31077,46399
31077,n/a
31079,54566
31079,51984
31079,53807
31081,59444
31081,57127
31081,61944
31083,45278
31083,50315
31083,46750
31085,39357
31085,51373
31085,n/a
31087,41748
31087,40054
31087,41582
31089,45366
31089,48958
31089,52050
31091,41130
31091,n/a
31091,n/a
31093,49154
31093,51213
31093,53648
31095,48156
31095,48071
31095,46576
31097,47907
31097,47416
31097,49564
31099,57924
31099,61426
31099,53207
31101,47708
31101,48334
31101,45078
31103,36766
31103,n/a
31103,n/a
31105,45141
31105,47333
31105,43017
31107,40681
31107,41461
31107,48072
31109,61766
31109,57292
31109,55747
31111,53970
31111,50906
31111,55875
31113,48888
31113,50919
31113,n/a
31115,38742
31115,n/a
31115,58625
31117,38004
31117,n/a
31117,n/a
31119,52847
31119,49676
31119,49865
31121,51598
31121,51960
31121,53536
31123,44623
31123,42496
31123,44201
31125,46146
31125,46883
31125,45428
31127,48096
31127,47924
31127,55536
31129,42739
31129,35786
31129,42055
31131,55053
31131,53511
31131,54605
31133,42800
31133,47287
31133,42176
31135,50482
31135,52956
31135,58125
31137,55078
31137,50951
31137,56408
31139,47581
31139,54441
31139,55417
31141,58089
31141,55798
31141,58679
31143,55816
31143,54583
31143,63667
31145,47661
31145,47240
31145,42882
31147,44105
31147,39621
31147,46839
31149,38070
31149,44121
31149,52361
31151,53005
31151,51231
31151,50932
31153,79408
31153,76932
31153,75752
31155,62242
31155,65010
31155,65015
31157,47252
31157,43946
31157,47975
31159,63020
31159,62958
31159,63095
31161,43515
31161,37867
31161,41209
31163,42278
31163,43526
31163,48704
31165,44056
31165,47757
31165,n/a
31167,54129
31167,53759
31167,57534
31169,45369
31169,44121
31169,48151
31171,40280
31171,54364
31171,53173
31173,41576
31173,43996
31173,44701
31175,41215
31175,43478
31175,50270
31177,71580
31177,69789
31177,66485
31179,47768
31179,50702
31179,58093
31181,44315
31181,42832
31181,43831
31183,39511
31183,41939
31183,49706
31185,54745
31185,53732
31185,59966
32001,60228
32001,58135
32001,46914
32003,65848
32003,63387
32003,54882
32005,76523
32005,68415
32005,61176
32007,71407
32007,75533
32007,76178
32009,49004
32009,n/a
32009,n/a
32011,61126
32011,69180
32011,n/a
32013,69583
32013,62709
32013,69324
32015,67989
32015,74955
32015,79865
32017,47197
32017,50359
32017,52971
32019,60067
32019,54570
32019,50920
32021,48543
32021,n/a
32021,n/a
32023,53167
32023,46399
32023,44225
32027,60024
32027,63649
32027,n/a
32029,67138
32029,69321
32029,63607
32031,67617
32031,62711
32031,58595
32033,54147
32033,54696
32033,60358
32510,61705
32510,58665
32510,49341
33001,64356
33001,61889
33001,65834
33003,59020
33003,56220
33003,58139
33005,62551
33005,60649
33005,60148
33007,49579
33007,46797
33007,45386
33009,61931
33009,59800
33009,61036
33011,78788
33011,78105
33011,75777
33013,71613
33013,70997
33013,69856
33015,85822
33015,85433
33015,85619
33017,66124
33017,65134
33017,67805
33019,60420
33019,57112
33019,59419
34001,64840
34001,61706
34001,57514
34003,96288
34003,92062
34003,91572
34005,86498
34005,85921
34005,82839
34007,70985
34007,68703
34007,65037
34009,61383
34009,61172
34009,62332
34011,57781
34011,57069
34011,50000
34013,66332
34013,62110
34013,57365
34015,80100
34015,81872
34015,81489
34017,59468
34017,62279
34017,62681
34019,117905
34019,113776
34019,110969
34021,83554
34021,80241
34021,77027
34023,90687
34023,87450
34023,83133
34025,94856
34025,92689
34025,91807
34027,114144
34027,109006
34027,107034
34029,68544
34029,67175
34029,65771
34031,72628
34031,61906
34031,63339
34033,67260
34033,66973
34033,63934
34035,113544
34035,109787
34035,106046
34037,96325
34037,93618
34037,89238
34039,81674
34039,75255
34039,73376
34041,82797
34041,80407
34041,75500
35001,57246
35001,53498
35001,50386
35003,35262
35003,n/a
35003,42047
35005,42082
35005,42279
35005,42177
35006,40991
35006,42095
35006,36089
35007,45374
35007,44185
35007,33042
35009,42678
35009,42917
35009,41941
35011,37548
35011,n/a
35011,n/a
35013,43993
35013,41302
35013,39114
35015,47225
35015,52486
35015,60703
35017,42998
35017,41228
35017,40470
35019,36577
35019,n/a
35019,n/a
35021,38537
35021,n/a
35021,35096
35023,36630
35023,n/a
35023,n/a
35025,43980
35025,49474
35025,59285
35027,50012
35027,49294
35027,42145
35028,116584
35028,116776
35028,110190
35029,30675
35029,31545
35029,27602
35031,36904
35031,35306
35031,30336
35033,36186
35033,42572
35033,n/a
35035,45547
35035,44635
35035,43533
35037,36741
35037,32419
35037,26663
35039,43434
35039,46688
35039,33422
35041,39238
35041,42547
35041,35928
35043,66339
35043,64401
35043,60345
35045,49829
35045,52042
35045,49686
35047,39146
35047,36295
35047,29168
35049,62292
35049,59373
35049,57945
35051,35645
35051,28825
35051,29690
35053,34593
35053,37502
35053,34008
35055,39497
35055,39932
35055,35314
35057,44935
35057,41820
35057,35543
35059,41443
35059,45040
35059,38240
35061,50326
35061,47372
35061,43428
36001,63367
36001,63198
36001,62293
36003,47385
36003,46539
36003,45359
36005,40750
36005,38606
36005,36593
36007,52168
36007,50090
36007,49064
36009,49300
36009,47847
36009,45571
36011,55326
36011,54550
36011,54664
36013,49380
36013,45789
36013,44304
36015,53744
36015,50141
36015,51251
36017,49706
36017,49511
36017,48567
36019,54649
36019,53507
36019,52759
36021,61861
36021,62585
36021,61093
36023,50717
36023,51083
36023,52451
36025,47909
36025,48412
36025,47921
36027,78349
36027,78688
36027,75585
36029,56920
36029,53375
36029,54006
36031,51395
36031,50946
36031,55294
36033,46515
36033,47378
36033,50733
36035,49683
36035,48719
36035,48033
36037,59835
36037,56054
36037,54033
36039,53859
36039,52094
36039,53214
36041,47652
36041,55837
36041,55587
36043,48592
36043,47680
36043,49077
36045,50189
36045,48911
36045,50322
36047,47427
36047,49088
36047,52782
36049,50713
36049,48275
36049,51475
36051,62084
36051,58240
36051,53654
36053,59307
36053,60105
36053,58365
36055,66254
36055,57804
36055,55272
36057,47417
36057,48002
36057,47449
36059,106308
36059,105475
36059,105744
36061,69411
36061,73204
36061,79781
36063,56284
36063,51788
36063,51656
36065,52997
36065,52627
36065,51316
36067,60285
36067,57097
36067,57271
36069,65793
36069,63623
36069,61710
36071,76831
36071,78333
36071,75146
36073,56042
36073,54153
36073,49223
36075,54014
36075,51077
36075,51755
36077,49359
36077,51004
36077,51254
36079,106675
36079,100523
36079,99608
36081,62635
36081,62297
36081,62008
36083,63323
36083,61014
36083,63166
36085,81231
36085,80092
36085,76244
36087,100317
36087,92992
36087,88571
36089,47754
36089,47663
36089,48330
36091,72997
36091,73349
36091,77548
36093,61602
36093,62181
36093,61315
36095,53995
36095,57309
36095,51842
36097,53146
36097,53411
36097,47810
36099,54814
36099,52626
36099,51601
36101,52363
36101,49426
36101,50157
36103,96357
36103,95214
36103,92838
36105,54605
36105,54198
36105,53877
36107,59428
36107,58531
36107,57153
36109,55009
36109,54820
36109,56200
36111,62800
36111,64881
36111,61652
36113,57852
36113,58160
36113,60222
36115,55593
36115,54451
36115,52527
36117,65170
36117,59222
36117,53693
36119,93839
36119,89708
36119,89968
36121,58880
36121,56420
36121,55459
36123,51124
36123,52755
36123,51758
37001,57807
37001,49764
37001,44281
37003,57093
37003,45084
37003,44523
37005,43161
37005,34754
37005,38944
37007,44054
37007,39148
37007,38123
37009,42541
37009,38915
37009,40293
37011,45202
37011,39343
37011,37109
37013,45850
37013,45804
37013,41101
37015,37158
37015,32799
37015,31287
37017,39667
37017,34332
37017,32396
37019,52966
37019,51610
37019,51164
37021,54115
37021,49790
37021,48464
37023,52584
37023,41845
37023,40854
37025,68097
37025,60762
37025,60716
37027,52746
37027,41983
37027,40735
37029,58287
37029,68832
37029,68327
37031,56591
37031,52004
37031,51584
37033,51682
37033,41606
37033,39428
37035,59826
37035,48994
37035,48649
37037,63243
37037,63139
37037,59684
37039,41313
37039,42977
37039,38115
37041,45646
37041,41419
37041,41979
37043,46338
37043,39558
37043,37070
37045,52073
37045,43050
37045,40002
37047,39561
37047,39909
37047,36261
37049,53081
37049,50250
37049,49391
37051,55295
37051,49388
37051,44737
37053,60248
37053,62393
37053,65758
37055,62594
37055,60718
37055,55640
37057,57028
37057,49856
37057,45806
37059,59292
37059,56028
37059,53493
37061,44114
37061,36974
37061,36679
37063,63960
37063,56216
37063,56393
37065,45727
37065,36804
37065,32929
37067,62130
37067,52673
37067,48369
37069,57512
37069,49249
37069,48344
37071,58271
37071,48734
37071,46626
37073,52611
37073,51471
37073,52481
37075,39325
37075,32052
37075,n/a
37077,58984
37077,54319
37077,52089
37079,47337
37079,46745
37079,36989
37081,62899
37081,51464
37081,49253
37083,39050
37083,34296
37083,33573
37085,51811
37085,48283
37085,50323
37087,50065
37087,46620
37087,45538
37089,56244
37089,52331
37089,50454
37091,38996
37091,34791
37091,35806
37093,49043
37093,48367
37093,45713
37095,41980
37095,43114
37095,n/a
37097,61869
37097,55166
37097,55957
37099,48043
37099,41903
37099,45078
37101,60322
37101,56049
37101,54610
37103,45578
37103,43214
37103,37256
37105,57412
37105,49711
37105,49272
37107,46034
37107,37886
37107,37515
37109,61132
37109,53463
37109,50782
37111,47813
37111,39382
37111,38776
37113,47433
37113,43508
37113,40659
37115,45730
37115,43469
37115,40563
37117,42495
37117,39171
37117,35969
37119,74648
37119,62301
37119,61695
37121,45026
37121,36892
37121,42534
37123,48561
37123,38152
37123,38254
37125,60865
37125,54442
37125,54468
37127,54824
37127,50138
37127,46187
37129,59289
37129,54705
37129,51457
37131,39335
37131,34453
37131,33508
37133,49820
37133,49081
37133,48162
37135,62536
37135,59695
37135,65522
37137,50304
37137,45701
37137,45211
37139,44932
37139,49671
37139,47264
37141,52987
37141,49956
37141,49357
37143,43595
37143,48495
37143,44039
37145,54842
37145,50328
37145,44921
37147,48509
37147,43482
37147,43526
37149,53514
37149,49229
37149,48412
37151,56597
37151,45459
37151,43598
37153,42550
37153,34296
37153,33607
37155,41623
37155,33426
37155,32407
37157,49861
37157,44202
37157,41700
37159,55337
37159,49120
37159,46978
37161,45932
37161,39845
37161,38573
37163,46923
37163,40269
37163,37765
37165,45767
37165,33089
37165,32739
37167,54457
37167,50479
37167,46017
37169,57276
37169,48098
37169,44490
37171,48772
37171,42020
37171,39071
37173,42222
37173,n/a
37173,35271
37175,56950
37175,44402
37175,44559
37177,37906
37177,36297
37177,n/a
37179,74736
37179,71418
37179,70858
37181,46196
37181,38337
37181,35246
37183,81156
37183,71851
37183,73577
37185,41843
37185,34524
37185,35443
37187,42601
37187,36862
37187,34557
37189,48130
37189,36018
37189,41541
37191,50094
37191,46448
37191,41766
37193,50561
37193,37675
37193,37173
37195,48875
37195,43487
37195,42095
37197,54106
37197,44851
37197,41126
37199,43795
37199,40227
37199,37610
38001,42917
38001,n/a
38001,n/a
38003,45997
38003,47066
38003,56237
38005,39388
38005,34341
38005,44500
38007,48213
38007,n/a
38007,n/a
38009,44059
38009,45324
38009,58767
38011,47089
38011,54153
38011,65435
38013,37384
38013,57237
38013,71667
38015,60967
38015,60240
38015,67308
38017,56300
38017,53632
38017,58026
38019,47033
38019,54968
38019,65505
38021,43141
38021,41890
38021,58357
38023,44408
38023,54254
38023,n/a
38025,44299
38025,54879
38025,n/a
38027,42272
38027,43270
38027,n/a
38029,38548
38029,40128
38029,46581
38031,47256
38031,46270
38031,59500
38033,44228
38033,n/a
38033,n/a
38035,52814
38035,49848
38035,51410
38037,34189
38037,44505
38037,50875
38039,43645
38039,45164
38039,n/a
38041,43109
38041,43258
38041,56118
38043,37471
38043,38590
38043,60225
38045,43844
38045,51939
38045,57463
38047,41304
38047,47030
38047,57379
38049,40253
38049,41625
38049,61788
38051,38947
38051,39327
38051,46012
38053,43305
38053,54623
38053,79316
38055,47725
38055,59628
38055,63926
38057,62384
38057,67818
38057,80337
38059,54649
38059,57002
38059,65385
38061,39993
38061,60744
38061,69622
38063,42641
38063,44022
38063,52417
38065,54091
38065,n/a
38065,71500
38067,53766
38067,54648
38067,61393
38069,39146
38069,41791
38069,45996
38071,52541
38071,47088
38071,55927
38073,55599
38073,51879
38073,62524
38075,45377
38075,55866
38075,66023
38077,53276
38077,53103
38077,60551
38079,38715
38079,31847
38079,36170
38081,54922
38081,55567
38081,60824
38083,36085
38083,n/a
38083,49750
38085,33182
38085,34917
38085,40795
38087,36406
38087,n/a
38087,n/a
38089,48004
38089,55813
38089,77328
38091,52773
38091,49791
38091,65437
38093,49956
38093,50274
38093,56088
38095,48320
38095,49219
38095,54625
38097,55264
38097,49902
38097,60952
38099,49951
38099,49732
38099,50781
38101,49693
38101,54976
38101,64159
38103,47072
38103,45222
38103,54464
38105,46477
38105,62416
38105,89874
39001,43265
39001,36946
39001,36320
39003,54678
39003,49161
39003,47905
39005,57823
39005,50186
39005,50893
39007,52552
39007,47479
39007,43017
39009,40324
39009,35558
39009,37191
39011,64004
39011,58610
39011,59516
39013,43854
39013,43176
39013,46484
39015,56531
39015,51702
39015,49188
39017,70672
39017,61731
39017,62188
39019,52407
39019,48616
39019,51748
39021,63668
39021,55486
39021,54495
39023,59537
39023,49734
39023,46275
39025,72888
39025,65881
39025,64183
39027,59724
39027,52123
39027,49997
39029,50513
39029,44508
39029,45498
39031,51214
39031,44470
39031,43251
39033,53467
39033,46452
39033,41726
39035,57807
39035,49128
39035,46720
39037,58012
39037,49891
39037,50064
39039,66323
39039,50116
39039,55295
39041,99265
39041,99047
39041,100229
39043,63088
39043,52497
39043,51033
39045,70786
39045,63993
39045,63424
39047,54216
39047,44617
39047,44289
39049,63070
39049,55307
39049,56319
39051,65048
39051,57144
39051,57774
39053,44558
39053,42149
39053,42002
39055,88848
39055,73984
39055,77104
39057,71810
39057,63861
39057,65032
39059,44439
39059,42334
39059,42744
39061,60458
39061,54346
39061,52389
39063,64726
39063,55288
39063,52831
39065,50829
39065,46582
39065,46404
39067,44746
39067,39844
39067,46223
39069,62957
39069,54496
39069,58070
39071,52118
39071,44893
39071,42333
39073,50565
39073,44602
39073,48073
39075,54525
39075,49049
39075,58728
39077,59859
39077,53021
39077,49710
39079,45252
39079,38358
39079,43397
39081,45535
39081,42282
39081,43161
39083,57378
39083,51440
39083,51211
39085,71968
39085,61852
39085,61137
39087,42988
39087,41081
39087,45466
39089,65122
39089,60044
39089,59747
39091,61218
39091,52384
39091,53051
39093,66477
39093,58664
39093,54987
39095,56089
39095,47403
39095,44820
39097,65252
39097,56936
39097,62897
39099,52022
39099,45207
39099,43251
39101,57130
39101,45644
39101,44708
39103,82370
39103,74581
39103,71595
39105,40272
39105,37640
39105,42105
39107,63082
39107,56019
39107,57052
39109,65100
39109,58034
39109,54568
39111,44966
39111,41722
39111,43299
39113,59265
39113,49536
39113,47045
39115,42606
39115,39392
39115,40276
39117,60337
39117,56213
39117,52767
39119,51929
39119,44548
39119,43325
39121,48615
39121,44505
39121,42171
39123,65269
39123,60238
39123,56193
39125,59518
39125,52346
39125,49866
39127,50745
39127,47759
39127,46477
39129,63215
39129,55504
39129,60314
39131,46710
39131,40463
39131,43562
39133,65451
39133,56839
39133,53816
39135,62124
39135,56088
39135,52661
39137,68519
39137,63742
39137,61161
39139,55193
39139,48070
39139,44138
39141,54780
39141,48027
39141,45792
39143,59897
39143,54145
39143,50370
39145,41336
39145,36970
39145,38978
39147,56138
39147,47968
39147,49153
39149,65687
39149,54618
39149,57673
39151,58775
39151,50636
39151,50117
39153,62436
39153,53999
39153,53291
39155,56523
39155,47656
39155,45380
39157,52377
39157,47413
39157,49460
39159,76366
39159,77126
39159,78848
39161,58293
39161,50043
39161,50974
39163,43487
39163,38581
39163,41541
39165,85530
39165,80306
39165,79397
39167,50586
39167,46932
39167,46021
39169,61305
39169,54505
39169,54037
39171,60120
39171,50182
39171,47593
39173,65591
39173,60052
39173,58033
39175,57322
39175,53199
39175,49767
40001,36721
40001,33589
40001,33366
40003,44659
40003,47885
40003,57432
40005,36531
40005,35130
40005,37106
40007,54187
40007,56046
40007,52571
40009,40442
40009,49172
40009,49625
40011,41850
40011,46670
40011,46362
40013,41159
40013,41948
40013,41197
40015,40361
40015,41027
40015,41626
40017,67062
40017,68154
40017,69220
40019,43398
40019,43249
40019,47754
40021,39164
40021,36418
40021,39187
40023,33566
40023,31040
40023,30298
40025,45199
40025,38417
40025,44667
40027,61760
40027,59364
40027,60632
40029,34986
40029,35789
40029,39931
40031,49984
40031,49589
40031,49569
40033,40159
40033,49738
40033,49962
40035,45748
40035,44884
40035,40465
40037,48952
40037,47676
40037,47147
40039,42098
40039,47444
40039,48520
40041,41319
40041,38740
40041,38234
40043,41578
40043,45001
40043,52930
40045,41252
40045,48485
40045,50594
40047,48713
40047,45785
40047,50724
40049,41428
40049,42573
40049,42567
40051,48151
40051,50995
40051,55527
40053,42767
40053,47371
40053,54460
40055,38067
40055,n/a
40055,35898
40057,33008
40057,35693
40057,38264
40059,49745
40059,n/a
40059,46915
40061,36237
40061,42223
40061,38017
40063,33386
40063,36818
40063,38425
40065,45364
40065,46688
40065,45189
40067,34940
40067,36900
40067,35933
40069,36295
40069,38935
40069,38636
40071,45401
40071,44511
40071,44067
40073,54129
40073,55326
40073,62829
40075,38451
40075,36692
40075,38191
40077,35365
40077,48042
40077,40539
40079,40259
40079,40939
40079,39253
40081,46028
40081,47640
40081,47539
40083,54289
40083,54852
40083,59133
40085,48052
40085,46904
40085,49409
40087,55013
40087,60514
40087,62081
40089,35660
40089,35021
40089,34250
40091,38320
40091,34500
40091,38163
40093,45677
40093,52672
40093,52056
40095,39018
40095,45541
40095,45671
40097,45937
40097,46452
40097,45302
40099,44710
40099,46049
40099,51844
40101,41971
40101,41691
40101,41329
40103,50133
40103,44522
40103,52372
40105,43494
40105,42252
40105,41282
40107,35899
40107,37504
40107,38346
40109,51749
40109,48354
40109,50762
40111,40811
40111,42612
40111,39567
40113,50884
40113,46336
40113,47683
40115,40597
40115,39979
40115,38472
40117,46728
40117,45135
40117,46460
40119,42406
40119,39156
40119,39149
40121,42327
40121,44218
40121,44941
40123,39782
40123,42234
40123,46689
40125,46598
40125,45164
40125,46159
40127,32657
40127,30131
40127,35414
40129,44391
40129,55116
40129,51286
40131,65634
40131,64722
40131,61320
40133,37735
40133,37165
40133,37741
40135,40756
40135,40964
40135,37455
40137,45323
40137,49039
40137,44805
40139,52943
40139,50277
40139,49469
40141,36643
40141,33612
40141,40728
40143,56398
40143,51393
40143,52017
40145,61609
40145,62518
40145,59210
40147,52860
40147,50503
40147,50388
40149,43631
40149,48493
40149,51909
40151,42693
40151,54168
40151,57097
40153,49561
40153,55966
40153,57602
41001,44818
41001,44735
41001,43765
41003,61835
41003,54096
41003,54682
41005,76864
41005,69864
41005,72408
41007,53576
41007,47573
41007,49828
41009,67591
41009,62194
41009,57449
41011,46552
41011,42242
41011,40848
41013,51930
41013,51895
41013,41777
41015,44449
41015,42217
41015,42519
41017,61761
41017,59796
41017,59152
41019,49033
41019,44743
41019,44023
41021,49606
41021,n/a
41021,n/a
41023,48055
41023,40533
41023,44826
41025,45689
41025,43983
41025,39504
41027,56565
41027,57808
41027,57269
41029,53812
41029,49736
41029,48688
41031,52915
41031,46674
41031,48464
41033,46090
41033,42855
41033,40705
41035,46545
41035,47117
41035,42531
41037,43547
41037,46314
41037,32769
41039,54522
41039,48362
41039,47710
41041,48363
41041,44773
41041,43291
41043,55372
41043,51640
41043,49515
41045,44632
41045,44104
41045,37112
41047,59499
41047,51907
41047,53828
41049,55376
41049,49465
41049,54386
41051,60921
41051,55905
41051,60369
41053,62446
41053,57434
41053,56032
41055,51865
41055,n/a
41055,n/a
41057,50577
41057,44406
41057,45061
41059,53499
41059,51672
41059,50071
41061,49793
41061,47505
41061,46228
41063,47419
41063,46326
41063,44877
41065,53071
41065,47472
41065,48510
41067,76926
41067,70503
41067,74033
41069,42432
41069,37636
41069,33563
41071,65102
41071,59136
41071,58392
42001,63026
42001,63692
42001,62661
42003,56569
42003,54038
42003,56333
42005,46574
42005,48169
42005,47527
42007,54600
42007,52043
42007,53981
42009,48307
42009,45349
42009,48703
42011,65992
42011,60246
42011,59580
42013,48499
42013,47731
42013,45664
42015,51712
42015,45680
42015,50900
42017,88150
42017,84310
42017,82031
42019,62441
42019,64085
42019,66037
42021,44541
42021,44589
42021,44943
42023,47541
42023,45895
42023,40402
42025,51823
42025,53794
42025,51236
42027,53375
42027,52974
42027,56466
42029,96368
42029,95479
42029,92417
42031,45413
42031,45100
42031,44373
42033,46279
42033,41835
42033,45188
42035,45847
42035,44341
42035,47990
42037,50319
42037,48210
42037,48395
42039,49530
42039,43856
42039,47179
42041,68934
42041,67850
42041,65544
42043,61259
42043,59007
42043,57071
42045,73930
42045,69717
42045,69839
42047,55419
42047,49288
42047,49876
42049,54057
42049,49119
42049,48192
42051,40514
42051,39205
42051,41632
42053,40706
42053,39604
42053,37106
42055,59738
42055,57502
42055,58267
42057,51482
42057,50973
42057,50007
42059,44796
42059,45630
42059,50972
